站名,座標,緯度,經度
椰林書鄉,25.0125+121.31695,25.0125,121.31695
國軍桃園總醫院,24.87751+121.23647,24.87751,121.23647
龍仁龍泉路口,24.93594+121.23351,24.93594,121.23351
連都社區,24.96024+121.25767,24.96024,121.25767
SOGO百貨(新生路),24.96191+121.22301,24.96191,121.22301
寶聰牧場,25.02804+121.22993,25.02804,121.22993
鍾厝,25.02406+121.22592,25.02406,121.22592
復華街,24.97661+121.24824,24.97661,121.24824
技訓中心檢定場,25.00271+121.3234,25.00271,121.3234
北區國稅局(三元街),25.00299+121.32092,25.00299,121.32092
頂湖九街,25.03721+121.36523,25.03721,121.36523
華勛市場,24.94886+121.26055,24.94886,121.26055
華勛四村,24.95047+121.26313,24.95047,121.26313
新富路,25.00894+121.1423,25.00894,121.1423
北區國稅局(大有路),25.00644+121.32124,25.00644,121.32124
長春路,24.97799+121.24759,24.97799,121.24759
桃園假日大飯店,25.01637+121.31581,25.01637,121.31581
長安路710巷,24.94349+121.18675,24.94349,121.18675
頂湖二街,25.04132+121.36304,25.04132,121.36304
成功大有路口,25.00381+121.32424,25.00381,121.32424
歐楓大郡,24.98385+121.27274,24.98385,121.27274
楓樹忠義路口,25.00657+121.34507,25.00657,121.34507
三民中正路口,24.9645+121.20293,24.9645,121.20293
金谷超商,25.08352+121.26303,25.08352,121.26303
福國街,24.95726+121.29331,24.95726,121.29331
過路坡,24.95563+121.29254,24.95563,121.29254
文化公園,24.98013+121.24998,24.98013,121.24998
南華復興街口,24.98958+121.30877,24.98958,121.30877
中山民生路口,24.99489+121.3114,24.99489,121.3114
崇友站,24.99532+121.26871,24.99532,121.26871
崇友,24.99534+121.26715,24.99534,121.26715
嘎色鬧,24.77548+121.32318,24.77548,121.32318
市界,24.78021+121.2658,24.78021,121.2658
西浪,24.77907+121.2589,24.77907,121.2589
阿類溪,24.79942+121.34352,24.79942,121.34352
延平中山路口,24.95624+121.2232,24.95624,121.2232
大湖,25.05376+121.35642,25.05376,121.35642
新名人賞,24.98902+121.28696,24.98902,121.28696
三民長老教會,24.84046+121.34859,24.84046,121.34859
蝙蝠洞口,24.83883+121.3466,24.83883,121.3466
溪州,25.05728+121.27845,25.05728,121.27845
中正橋,25.02621+121.2939,25.02621,121.2939
漁管處,24.97511+121.26503,24.97511,121.26503
里界,25.06403+121.2385,25.06403,121.2385
紫竹林觀音寺,24.98407+121.25052,24.98407,121.25052
高城居易社區,24.98128+121.27587,24.98128,121.27587
龍祥里,24.97899+121.27263,24.97899,121.27263
明光社區,24.98468+121.27942,24.98468,121.27942
中壢火車站(中壢農會),24.95544+121.22585,24.95544,121.22585
水流東(大溪老茶廠),24.83203+121.32934,24.83203,121.32934
文青二文藝街口,25.03854+121.38878,25.03854,121.38878
文青一文青二路口,25.03927+121.39156,25.03927,121.39156
文學路口,25.0396+121.39049,25.0396,121.39049
文青二路口,25.04012+121.38861,25.04012,121.38861
長壽振興路口,25.00185+121.34851,25.00185,121.34851
忠孝黃昏市場,24.98245+121.25316,24.98245,121.25316
圓堡社區,25.00176+121.36141,25.00176,121.36141
丹鳳國小,25.02335+121.41469,25.02335,121.41469
丹鳳派出所,25.02778+121.41493,25.02778,121.41493
雙鳳福德宮,25.02798+121.41313,25.02798,121.41313
丹鳳國小(新北大道),25.02387+121.41338,25.02387,121.41338
中山南華街口,24.99273+121.30711,24.99273,121.30711
鳥嘴下,24.77599+121.26288,24.77599,121.26288
大利新村,25.08187+121.2859,25.08187,121.2859
景福宮,24.99406+121.3102,24.99406,121.3102
桃客總站,24.98656+121.31402,24.98656,121.31402
成章二街口,24.98075+121.25387,24.98075,121.25387
春日路口,25.00143+121.31399,25.00143,121.31399
雙峰路口,25.0118+121.31009,25.0118,121.31009
南山六福,25.05707+121.28972,25.05707,121.28972
內厝橋,25.06148+121.28895,25.06148,121.28895
水泥公司,25.06581+121.2871,25.06581,121.2871
中崙公司,25.06813+121.28597,25.06813,121.28597
公埔,25.07083+121.28544,25.07083,121.28544
佑新公司,25.07394+121.28543,25.07394,121.28543
群鹿公司,25.07634+121.28547,25.07634,121.28547
海山路,25.08702+121.28194,25.08702,121.28194
山腳國中,25.08849+121.27838,25.08849,121.27838
朝陽,25.09018+121.27592,25.09018,121.27592
坑口里,25.09128+121.27304,25.09128,121.27304
圳岸,25.0922+121.26892,25.0922,121.26892
頭前,25.09522+121.26476,25.09522,121.26476
海湖,25.10052+121.26141,25.10052,121.26141
海湖農會,25.10101+121.26305,25.10101,121.26305
海湖國小,25.1018+121.2669,25.1018,121.2669
海湖活動中心,25.1027+121.26852,25.1027,121.26852
桃園市立圖書館內壢分館,24.97812+121.2581,24.97812,121.2581
砂墩,25.10439+121.26972,25.10439,121.26972
義芳化學,25.1057+121.27178,25.1057,121.27178
後壁厝,25.10725+121.27359,25.10725,121.27359
崎頭,25.10982+121.26889,25.10982,121.26889
海山西路口,25.10892+121.25589,25.10892,121.25589
中海湖,25.11008+121.25517,25.11008,121.25517
自強萬壽路口,24.99925+121.34412,24.99925,121.34412
長壽長峰路口,25.00127+121.34238,25.00127,121.34238
囍家社區,25.00223+121.36999,25.00223,121.36999
內壢高中,24.9765+121.25732,24.9765,121.25732
東萬壽路642巷,25.00961+121.37724,25.00961,121.37724
迴龍商場,25.01828+121.40704,25.01828,121.40704
玉記商店,25.07789+121.31858,25.07789,121.31858
頂社國小,25.07805+121.32049,25.07805,121.32049
山林路三段,25.07813+121.32246,25.07813,121.32246
公田,25.0783+121.32404,25.0783,121.32404
貓尾崎腳,25.07869+121.32729,25.07869,121.32729
土地公口,25.07859+121.33326,25.07859,121.33326
貓尾崎,25.07901+121.33618,25.07901,121.33618
愛民,25.07794+121.34026,25.07794,121.34026
永珍,24.95745+121.22228,24.95745,121.22228
桃園市農會,25.00474+121.25842,25.00474,121.25842
中福社區,24.99923+121.26177,24.99923,121.26177
內壢火車站,24.97318+121.25868,24.97318,121.25868
下康厝,24.99584+121.26187,24.99584,121.26187
中正莊二街口,25.02452+121.29469,25.02452,121.29469
南竹路口,25.0381+121.28348,25.0381,121.28348
康厝,24.99459+121.26316,24.99459,121.26316
光明國中(光明路),25.04399+121.29108,25.04399,121.29108
錦興國小(南竹路),25.04673+121.29069,25.04673,121.29069
竹圍國小,25.10378+121.24435,25.10378,121.24435
竹圍國中,25.10888+121.23896,25.10888,121.23896
中興橋,25.00966+121.25653,25.00966,121.25653
德林寺,25.00575+121.2587,25.00575,121.2587
新庄廟,25.02339+121.24733,25.02339,121.24733
龜山一,24.99482+121.33676,24.99482,121.33676
勤發,24.99331+121.26669,24.99331,121.26669
福興,24.99485+121.26672,24.99485,121.26672
中正福德宮,24.9624+121.26083,24.9624,121.26083
華富新村,24.95002+121.26244,24.95002,121.26244
捷運橫山站,25.03587+121.21604,25.03587,121.21604
苗圃橋,25.09825+121.21509,25.09825,121.21509
榮美社區,24.94633+121.25987,24.94633,121.25987
桃園巨蛋,24.99366+121.32484,24.99366,121.32484
桃園醫院門診中心,24.97722+121.26823,24.97722,121.26823
四維新村,24.91534+121.17981,24.91534,121.17981
華勛五村,24.95082+121.25838,24.95082,121.25838
新生路口,24.95937+121.22274,24.95937,121.22274
永美,24.91786+121.18245,24.91786,121.18245
曉明幼稚園,24.95931+121.2146,24.95931,121.2146
中庸中豐路口,24.91342+121.20937,24.91342,121.20937
龍潭中正路,24.86827+121.21516,24.86827,121.21516
台電,24.87411+121.28458,24.87411,121.28458
元智大學,24.97053+121.26316,24.97053,121.26316
慈光街口,24.90494+121.27654,24.90494,121.27654
仁善,24.9094+121.28294,24.9094,121.28294
瑞塘里,24.91223+121.1757,24.91223,121.1757
榮安五街口,24.96136+121.25568,24.96136,121.25568
桃園街口,25.04454+121.29322,25.04454,121.29322
南竹富國路口,25.03297+121.27425,25.03297,121.27425
山鶯中興路口,24.98642+121.3269,24.98642,121.3269
仁愛路三段435巷,25.05474+121.30685,25.05474,121.30685
竹城采都,25.04958+121.29931,25.04958,121.29931
果林國小,25.07807+121.2573,25.07807,121.2573
中豐路,24.9639+121.22021,24.9639,121.22021
馥都社區,25.07746+121.38088,25.07746,121.38088
龜山後街,24.99359+121.33707,24.99359,121.33707
南美國小,25.04758+121.29712,25.04758,121.29712
新興市場,24.99201+121.33541,24.99201,121.33541
貿商新城,24.99008+121.33331,24.99008,121.33331
興仁國小,24.96808+121.26247,24.96808,121.26247
中華街口,24.99114+121.33717,24.99114,121.33717
龜山農會,24.9926+121.33895,24.9926,121.33895
南亞塑膠,25.06226+121.37276,25.06226,121.37276
國立體育大學體育館,25.03544+121.38607,25.03544,121.38607
自強南路,24.99038+121.33566,24.99038,121.33566
桃鶯樹仁二街口,24.97781+121.32241,24.97781,121.32241
盈泰公司,24.99525+121.26846,24.99525,121.26846
農田水利會,24.96198+121.04524,24.96198,121.04524
大坡社區,24.9653+121.05466,24.9653,121.05466
埔頂派出所,24.9494+121.11844,24.9494,121.11844
翰陽公司,24.95073+121.12227,24.95073,121.12227
上九斗,24.95359+121.12725,24.95359,121.12725
長祥路356號,24.95194+121.13109,24.95194,121.13109
高威商店,24.95041+121.13749,24.95041,121.13749
青田路,24.95443+121.14106,24.95443,121.14106
青田路376巷,24.95627+121.14213,24.95627,121.14213
梅高路三段,24.95843+121.14477,24.95843,121.14477
健益汽車,24.95587+121.14628,24.95587,121.14628
老K舒眠文化館,24.95379+121.14704,24.95379,121.14704
民享公司,24.95257+121.15088,24.95257,121.15088
新榮福德宮,24.95519+121.1559,24.95519,121.1559
新榮路210巷口,24.95694+121.16119,24.95694,121.16119
新榮路82巷口,24.95721+121.1633,24.95721,121.1633
捷運體育大學站,25.04132+121.38554,25.04132,121.38554
林口三井,25.07011+121.36681,25.07011,121.36681
長榮南山路口,25.05716+121.28862,25.05716,121.28862
長榮花園社區,25.05663+121.2978,25.05663,121.2978
捷運林口站(龜山一路),25.06427+121.36292,25.06427,121.36292
榮安十三街,24.96173+121.259,24.96173,121.259
錦興國小(光復路),25.04704+121.28873,25.04704,121.28873
光復桃園街口,25.04838+121.2902,25.04838,121.2902
國軍醫院(九龍里),24.87452+121.23592,24.87452,121.23592
門診中心,24.8777+121.23648,24.8777,121.23648
油庫大園站,25.09777+121.20907,25.09777,121.20907
萬善祠,25.0942+121.20375,25.0942,121.20375
潮音國小,25.06515+121.17248,25.06515,121.17248
悅灣社區,25.05048+121.1743,25.05048,121.1743
花東社區,25.05778+121.17735,25.05778,121.17735
大園戶政事務所,25.06774+121.19586,25.06774,121.19586
捷運大園站,25.05606+121.21029,25.05606,121.21029
扶輪公園,25.07249+121.36816,25.07249,121.36816
龜山國中,24.99737+121.33939,24.99737,121.33939
永福路,24.95887+121.26054,24.95887,121.26054
遠東紡織公司,25.03458+121.08681,25.03458,121.08681
青山路口,25.02813+121.41206,25.02813,121.41206
樣新商店,25.09861+121.22849,25.09861,121.22849
昭明宮,24.94835+121.00661,24.94835,121.00661
牛乳集中站,25.10198+121.23198,25.10198,121.23198
篤行六村,24.95731+121.26468,24.95731,121.26468
林口發電廠,25.11735+121.29874,25.11735,121.29874
溪海,25.0467+121.19244,25.0467,121.19244
崙後坡,25.05105+121.19118,25.05105,121.19118
崙後,25.05332+121.19312,25.05332,121.19312
淨蓮寺,25.05694+121.19638,25.05694,121.19638
黃金城社區,25.0594+121.19597,25.0594,121.19597
青城之戀,25.05297+121.30302,25.05297,121.30302
向日葵社區,25.02951+121.27586,25.02951,121.27586
凱順,25.06083+121.26122,25.06083,121.26122
逸品社區,25.04059+121.25871,25.04059,121.25871
幸福新村,24.95373+121.26413,24.95373,121.26413
文中山莊,24.99507+121.2741,24.99507,121.2741
文新街245號,24.99897+121.27111,24.99897,121.27111
文新街375號,25.00146+121.26918,25.00146,121.26918
惠思頓幼稚園,25.00582+121.26685,25.00582,121.26685
新興國小,25.00861+121.26571,25.00861,121.26571
新興街267號,25.00878+121.26746,25.00878,121.26746
新興街133號,25.00904+121.27068,25.00904,121.27068
新興農會辦事處,25.01171+121.27377,25.01171,121.27377
大竹圖書館,25.01482+121.26153,25.01482,121.26153
南竹路五段143號,25.02671+121.26245,25.02671,121.26245
南竹路四段137號,25.02943+121.26782,25.02943,121.26782
南竹路四段37號,25.03174+121.27112,25.03174,121.27112
南竹路二段315巷,25.03537+121.27882,25.03537,121.27882
南竹派出所,25.04148+121.2848,25.04148,121.2848
台北領航家,25.04258+121.28653,25.04258,121.28653
南崁菜市場,25.04781+121.29385,25.04781,121.29385
南山長安,25.06445+121.28745,25.06445,121.28745
長安路二段100號,25.06368+121.2848,25.06368,121.2848
戶政地政衛生所,25.0629+121.28092,25.0629,121.28092
大華市場,25.03698+121.25294,25.03698,121.25294
宏竹土雞城,25.03175+121.25114,25.03175,121.25114
大竹路649巷,25.02565+121.25716,25.02565,121.25716
富華路口,25.04285+121.26061,25.04285,121.26061
蘆宏路152號,25.04333+121.26287,25.04333,121.26287
蘆宏路口,25.04647+121.2655,25.04647,121.2655
南工富國,25.05432+121.2686,25.05432,121.2686
宏泰電工,25.05398+121.27448,25.05398,121.27448
華祥三街,24.94979+121.26206,24.94979,121.26206
厚生,25.05641+121.27706,25.05641,121.27706
義美,25.06028+121.27912,25.06028,121.27912
南崁路一段294號,25.05419+121.28347,25.05419,121.28347
南崁中正,25.05054+121.29003,25.05054,121.29003
大興大新,25.02487+121.25173,25.02487,121.25173
南山路二段100號,25.0637+121.28532,25.0637,121.28532
御圃有機農場,25.08768+121.28845,25.08768,121.28845
蘆竹老人長期照顧中心,25.08958+121.2911,25.08958,121.2911
山腳國小,25.08863+121.28724,25.08863,121.28724
天公廟,25.08854+121.28463,25.08854,121.28463
天竺宮,25.0922+121.27937,25.0922,121.27937
欣興電子,25.09469+121.27798,25.09469,121.27798
坑口一站,25.10198+121.27399,25.10198,121.27399
坑口第二活動中心,25.10561+121.27483,25.10561,121.27483
良機公司,25.10616+121.25758,25.10616,121.25758
海山濱海,25.11136+121.25437,25.11136,121.25437
長生電力,25.11362+121.25754,25.11362,121.25754
濱海智海,25.11565+121.26088,25.11565,121.26088
濱海海湖,25.11712+121.26426,25.11712,121.26426
海巡署,25.11385+121.27182,25.11385,121.27182
金海社區,25.11246+121.26998,25.11246,121.26998
海湖守望相助隊部,25.10433+121.26981,25.10433,121.26981
海湖農會辦事處,25.101+121.26305,25.101,121.26305
華膳空廚路口,25.1027+121.25996,25.1027,121.25996
海山大有,25.09286+121.26828,25.09286,121.26828
海山山果,25.08895+121.27272,25.08895,121.27272
趙厝份,25.08655+121.27062,25.08655,121.27062
養鹿場,25.08512+121.26744,25.08512,121.26744
松柏園藝,25.08776+121.26541,25.08776,121.26541
誠聖宮,25.09109+121.26797,25.09109,121.26797
龜山區公所,24.99222+121.33706,24.99222,121.33706
覺海寺,24.99545+121.34326,24.99545,121.34326
自強國小,24.99763+121.34535,24.99763,121.34535
自強北路,24.99841+121.34464,24.99841,121.34464
中正公園,25.00009+121.34195,25.00009,121.34195
永和街口,24.99669+121.33623,24.99669,121.33623
陸光路口,24.99598+121.33257,24.99598,121.33257
茄苳橋,25.02669+121.27739,25.02669,121.27739
同心二路,24.99584+121.32997,24.99584,121.32997
桃園榮民醫院二,25.00342+121.32491,25.00342,121.32491
山鶯路,24.99127+121.32303,24.99127,121.32303
建國東路口,24.98828+121.32498,24.98828,121.32498
工程隊,24.98639+121.3267,24.98639,121.3267
山鶯明興街口,24.98122+121.33034,24.98122,121.33034
宏德新村,24.98043+121.33086,24.98043,121.33086
幸福二三街,24.98561+121.33792,24.98561,121.33792
幸福二九街,24.98801+121.33795,24.98801,121.33795
大林派出所,24.98933+121.33237,24.98933,121.33237
貿商社區,24.99075+121.33399,24.99075,121.33399
龜山分局,24.99107+121.33716,24.99107,121.33716
中央市場,24.95546+121.22761,24.95546,121.22761
頂興路,24.98987+121.32878,24.98987,121.32878
山頂國小,24.99168+121.32787,24.99168,121.32787
大景小城社區,24.9994+121.36233,24.9994,121.36233
優美街,25.00028+121.36163,25.00028,121.36163
歡囍成家社區,25.00338+121.36922,25.00338,121.36922
水池,25.01023+121.35583,25.01023,121.35583
長庚護理之家,25.01605+121.36699,25.01605,121.36699
長庚養生村,25.01662+121.36696,25.01662,121.36696
集會所,25.02181+121.36385,25.02181,121.36385
桃園分院路口,25.02642+121.36819,25.02642,121.36819
桃園分院,25.02996+121.3658,25.02996,121.3658
大埔國小,25.02936+121.37498,25.02936,121.37498
體育大學,25.03645+121.3853,25.03645,121.3853
樂善寺,25.04665+121.38187,25.04665,121.38187
大埔派出所,25.05313+121.38142,25.05313,121.38142
文光街口,25.05515+121.38142,25.05515,121.38142
文德路,25.05723+121.3809,25.05723,121.3809
長庚國小,25.06192+121.38618,25.06192,121.38618
長庚活動中心,25.05816+121.38384,25.05816,121.38384
文化七路65號,25.05176+121.36241,25.05176,121.36241
大湖國小,25.05803+121.36017,25.05803,121.36017
文化三路78巷,25.05767+121.36177,25.05767,121.36177
復興街,25.06055+121.35838,25.06055,121.35838
坪頂,25.0555+121.35665,25.0555,121.35665
大崗郵局,25.05081+121.35735,25.05081,121.35735
新世紀,25.04824+121.35718,25.04824,121.35718
警察大學,25.04598+121.356,25.04598,121.356
金湖新村,25.04248+121.34838,25.04248,121.34838
下湖九號,25.04174+121.34779,25.04174,121.34779
春發商店,25.04056+121.34827,25.04056,121.34827
龍東中山東路口,24.9352+121.25707,24.9352,121.25707
下湖街口,25.03905+121.35121,25.03905,121.35121
忠義路二段92巷,25.04075+121.356,25.04075,121.356
大崗一鄰橋,25.03594+121.35933,25.03594,121.35933
光華路二段46號,25.03187+121.35733,25.03187,121.35733
楓樹林,25.02076+121.34999,25.02076,121.34999
王厝,25.06507+121.23994,25.06507,121.23994
楓樹三街,25.00511+121.34653,25.00511,121.34653
楓樹國小,25.00544+121.34311,25.00544,121.34311
千禧土地公廟,25.00061+121.34234,25.00061,121.34234
新世紀社區,25.04801+121.35711,25.04801,121.35711
竹城上越,25.05175+121.30207,25.05175,121.30207
仁愛路三段560巷,25.05495+121.30963,25.05495,121.30963
中悅仁愛,25.05348+121.30119,25.05348,121.30119
鵬程萬里,25.05866+121.29631,25.05866,121.29631
甜蜜進行曲,25.06017+121.29723,25.06017,121.29723
豪景四季站,25.06103+121.29777,25.06103,121.29777
中悅花廣,25.06162+121.29695,25.06162,121.29695
唐順雅居,25.06165+121.29387,25.06165,121.29387
甜蜜花園,25.06175+121.29294,25.06175,121.29294
新人類國,25.06675+121.29049,25.06675,121.29049
龍東路,24.92837+121.25003,24.92837,121.25003
內新路,25.07051+121.28876,25.07051,121.28876
六福長興路口,25.0592+121.29411,25.0592,121.29411
長榮新邸,25.05832+121.29514,25.05832,121.29514
福祿一街,25.05751+121.29608,25.05751,121.29608
薇閣,25.05484+121.29702,25.05484,121.29702
五福六路,25.05451+121.29554,25.05451,121.29554
吉林長春,25.05041+121.29698,25.05041,121.29698
台灣企銀,25.04951+121.29048,25.04951,121.29048
龍岡圓環,24.92529+121.24409,24.92529,121.24409
大聯邦社區,25.03997+121.28796,25.03997,121.28796
花都,25.03884+121.28994,25.03884,121.28994
頂好超商,25.03771+121.29171,25.03771,121.29171
南福街口,25.03964+121.29256,25.03964,121.29256
光明國小前門,25.04046+121.29111,25.04046,121.29111
台北新領空,25.04196+121.29079,25.04196,121.29079
特力居家,25.04068+121.2946,25.04068,121.2946
龍江公寓,24.92816+121.24198,24.92816,121.24198
南榮托兒所,25.04367+121.29313,25.04367,121.29313
南華一街,25.04408+121.29678,25.04408,121.29678
大新路569號,25.0244+121.24691,25.0244,121.24691
大新路813巷,25.02335+121.24358,25.02335,121.24358
大新路938巷,25.0224+121.24237,25.0224,121.24237
大新路1018巷,25.02181+121.24148,25.02181,121.24148
大新路1018巷內,25.02581+121.23862,25.02581,121.23862
大新路1018巷211號,25.02914+121.23646,25.02914,121.23646
中油新村,25.02976+121.23483,25.02976,121.23483
總督府,25.05822+121.2768,25.05822,121.2768
三商公司,25.061+121.27048,25.061,121.27048
南崁八股,25.06365+121.26244,25.06365,121.26244
光鎰,25.05699+121.25768,25.05699,121.25768
高鐵麗園,25.05098+121.25358,25.05098,121.25358
新皇家,25.0451+121.25807,25.0451,121.25807
高賓別墅,25.04299+121.25813,25.04299,121.25813
幸美街66號,24.99659+121.35558,24.99659,121.35558
幸美街,24.99542+121.35546,24.99542,121.35546
馬祖新村,24.93457+121.23529,24.93457,121.23529
幸美七街,24.99416+121.35645,24.99416,121.35645
幸美九街,24.99516+121.35725,24.99516,121.35725
大江山社區,24.99621+121.35803,24.99621,121.35803
牽手成家,24.99239+121.3643,24.99239,121.3643
大江山側門,24.99413+121.35829,24.99413,121.35829
湖山街92號,24.98624+121.35128,24.98624,121.35128
湖山街189巷,24.98402+121.3504,24.98402,121.3504
海萍路20號,24.97979+121.34558,24.97979,121.34558
合家歡,24.98463+121.34671,24.98463,121.34671
綠野山莊,24.98638+121.34786,24.98638,121.34786
光明街,25.01047+121.34358,25.01047,121.34358
光明街290巷,25.01272+121.34321,25.01272,121.34321
風尾坑一,25.0186+121.33685,25.0186,121.33685
龍興國中,24.93799+121.23566,24.93799,121.23566
風尾坑二,25.02109+121.33521,25.02109,121.33521
風尾坑20號,25.02255+121.33433,25.02255,121.33433
風尾坑23號,25.02465+121.33474,25.02465,121.33474
風尾坑三,25.02954+121.33443,25.02954,121.33443
風尾坑四,25.03144+121.33441,25.03144,121.33441
風尾坑五,25.03484+121.33657,25.03484,121.33657
銀河營區,25.03722+121.34346,25.03722,121.34346
下湖街,25.03926+121.34599,25.03926,121.34599
下湖街109巷,25.03798+121.35004,25.03798,121.35004
中坑一,25.03082+121.34644,25.03082,121.34644
中坑五號橋,25.02913+121.34497,25.02913,121.34497
中坑17號,25.026+121.34305,25.026,121.34305
中坑二號橋,25.02283+121.34261,25.02283,121.34261
光宏橋,25.01798+121.34234,25.01798,121.34234
中坑6號,25.01552+121.34271,25.01552,121.34271
光榮路,25.00884+121.34227,25.00884,121.34227
石門圓環,24.82192+121.25743,24.82192,121.25743
龍智路,24.93698+121.23872,24.93698,121.23872
壩頂,24.81198+121.24718,24.81198,121.24718
大灣坪,24.8096+121.25916,24.8096,121.25916
水井,24.81825+121.27197,24.81825,121.27197
福山巖,24.82553+121.26413,24.82553,121.26413
桃園療養院,24.9786+121.26848,24.9786,121.26848
龍壽街口,24.97777+121.27069,24.97777,121.27069
高城二街,24.97972+121.27613,24.97972,121.27613
高城八街口,24.97713+121.27599,24.97713,121.27599
愛買別莊社區,24.97445+121.27928,24.97445,121.27928
茄苳路725巷,24.97133+121.2801,24.97133,121.2801
茄苳路,24.9678+121.27967,24.9678,121.27967
成功街,24.96547+121.27903,24.96547,121.27903
元聖宮,24.9645+121.27859,24.9645,121.27859
龍慈路,24.94056+121.24426,24.94056,121.24426
廣福路580巷,24.96032+121.28408,24.96032,121.28408
廣隆街口,24.95953+121.29186,24.95953,121.29186
八德區綜合大樓,24.96314+121.29652,24.96314,121.29652
陸光活動中心,24.9614+121.29744,24.9614,121.29744
力霸街口,24.95263+121.2903,24.95263,121.2903
後興路口,24.94115+121.24265,24.94115,121.24265
永華機械,24.94212+121.28451,24.94212,121.28451
興仁路(成功大道),24.92577+121.28286,24.92577,121.28286
連城橋,24.93141+121.2774,24.93141,121.2774
竹園街,24.9332+121.27091,24.9332,121.27091
竹園社區,24.93787+121.27165,24.93787,121.27165
玉元宮,24.93408+121.26546,24.93408,121.26546
霄裡活動中心,24.93284+121.26409,24.93284,121.26409
霄裡路201巷,24.93065+121.2623,24.93065,121.2623
霄裡路451巷,24.92754+121.26079,24.92754,121.26079
謝姓宗祠,24.92533+121.25983,24.92533,121.25983
霄裡路三,24.92058+121.2568,24.92058,121.2568
龍宮街,24.92488+121.25794,24.92488,121.25794
龍江路一,24.92723+121.25675,24.92723,121.25675
龍江路二,24.92914+121.25748,24.92914,121.25748
大伙房,24.94297+121.26591,24.94297,121.26591
大伙房6鄰,24.94589+121.26976,24.94589,121.26976
溪尾坡面,24.94778+121.2709,24.94778,121.2709
下溪尾坡面,24.95138+121.27106,24.95138,121.27106
象福宮,24.95556+121.26684,24.95556,121.26684
龍興路(翰林華城),24.94384+121.24406,24.94384,121.24406
廣福路1120巷,24.95841+121.27134,24.95841,121.27134
廣福路1008巷,24.95915+121.27357,24.95915,121.27357
寶豐街口,24.96717+121.27724,24.96717,121.27724
國聯街口,24.97306+121.27418,24.97306,121.27418
中華路265巷,24.98204+121.27654,24.98204,121.27654
普仁國小,24.94781+121.24466,24.94781,121.24466
中華路201巷,24.98358+121.27831,24.98358,121.27831
三民圓環,24.83202+121.3294,24.83202,121.3294
大溪電台,24.87781+121.30231,24.87781,121.30231
莿仔寮,24.86563+121.29677,24.86563,121.29677
第八公墓,24.90403+121.28451,24.90403,121.28451
長興街口,24.9088+121.28463,24.9088,121.28463
埔頂公園,24.90944+121.28297,24.90944,121.28297
崎頂圖書館,24.90471+121.28392,24.90471,121.28392
海宴餐廳,24.90274+121.27458,24.90274,121.27458
榮民服務處,24.94954+121.24234,24.94954,121.24234
士香加油站,24.89614+121.27715,24.89614,121.27715
仁善加油站,24.91099+121.27972,24.91099,121.27972
南興國小,24.90317+121.26723,24.90317,121.26723
大溪觀光橋,24.88494+121.28017,24.88494,121.28017
崁津,24.87879+121.27601,24.87879,121.27601
蓮座山觀音寺,24.87142+121.2816,24.87142,121.2816
瑞安路二段,24.86351+121.28132,24.86351,121.28132
普仁新村,24.95266+121.23944,24.95266,121.23944
民族路277號,25.04475+121.12119,25.04475,121.12119
觀音區公所,25.02748+121.08377,25.02748,121.08377
文化中正路口,25.03296+121.08285,25.03296,121.08285
中正路,25.03472+121.08105,25.03472,121.08105
仁愛路,25.03228+121.07574,25.03228,121.07574
濱海路,25.02824+121.07819,25.02824,121.07819
坑尾村三鄰,25.01063+121.09914,25.01063,121.09914
育仁國小,25.01353+121.10254,25.01353,121.10254
金湖村七鄰,25.01721+121.10675,25.01721,121.10675
金湖村十鄰,25.022+121.11097,25.022,121.11097
民族路63號,25.04852+121.11849,25.04852,121.11849
成功路一段敬業街口,25.05491+121.12514,25.05491,121.12514
成功路一段榮工北路口,25.05526+121.1297,25.05526,121.1297
成功路一段忠孝路口,25.05487+121.13882,25.05487,121.13882
二聖路83號,25.03917+121.14206,25.03917,121.14206
莒光公園廣場,24.95152+121.23593,24.95152,121.23593
六合街二聖路口,25.03936+121.13795,25.03936,121.13795
六合街31號,25.04239+121.13765,25.04239,121.13765
大觀路二段,25.0446+121.13944,25.0446,121.13944
大田蓮園,24.99904+121.13176,24.99904,121.13176
南海寺,24.98821+121.13982,24.98821,121.13982
阿姆斯壯社區,24.97365+121.1552,24.97365,121.1552
遠東紡織,25.03455+121.08688,25.03455,121.08688
金湖站,25.02565+121.11221,25.02565,121.11221
新坡站,25.01249+121.13675,25.01249,121.13675
廣州路(大潤發後門),24.95336+121.23419,24.95336,121.23419
弘宏超市,25.03607+121.07846,25.03607,121.07846
大潭里辦公處,25.03191+121.0708,25.03191,121.0708
武威社區活動中心,25.02858+121.073,25.02858,121.073
保生社區活動中心,25.01559+121.05596,25.01559,121.05596
保生廟前,25.00808+121.06971,25.00808,121.06971
三和村辦公處,25.01734+121.07413,25.01734,121.07413
坑尾活動中心,25.01791+121.09337,25.01791,121.09337
新興活動中心,25.00592+121.09697,25.00592,121.09697
富林村辦公處,25.03887+121.12875,25.03887,121.12875
東興國中,24.95108+121.23016,24.95108,121.23016
樹林村7鄰,25.04472+121.12135,25.04472,121.12135
乾元宮,25.06597+121.15558,25.06597,121.15558
大觀路成功路口,25.05106+121.14948,25.05106,121.14948
塔腳活動中心,25.04875+121.15789,25.04875,121.15789
福山路,25.0123+121.16038,25.0123,121.16038
甘泉寺,25.03716+121.08145,25.03716,121.08145
